case_id,case_index,current_A,egr_fraction_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,Q_cool_bench_signed_W,h_cool_effective_W_K,V_cell_bench,V_cell_error,condition_target,V_cell_target,V_cell_target_error,lookup_quality,study_type,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,normal_operation_ok,risk_label
bench_266A,6,266,0.25,0.698925910489689,2974.62867504412,10.6236218364729,183.177278523402,74.4095791526315,513.943149785571,2362.39532495588,1397.51717488817,444.675933510688,6.25906677145696,1.47344668125778,0.002868305,0.000660627299958074,0.00198188189987422,0.000660627299958074,0.25,3000,103.82148898243,26.617851101757,1.15251037183755,66.6876911403271,0,174.531415673878,73.399614760589,201.149266775635,96.5338043193755,72.2,201.149266775635,0.155266483284979,31.2317392676049,0.742654192593614,77.4095791526315,0,6,73.2,79.2,2508,1155.3747200816,0.7012,-0.00227408951031105,V_cell,0.7,-0.00107408951031096,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.3,0.697530424335095,2968.68948597017,8.85296756907234,182.61151352162,74.414461656346,514.184213344012,2368.33451402983,1403.16300816839,444.719871222847,6.26742129458926,1.39510187693776,0.002868305,0.000792039170937464,0.00184809139885408,0.000792039170937464,0.3,3000,104.239050890097,26.5760949109903,1.15227112441836,66.6342711071248,0,174.531415673878,73.6395768864722,201.107510584868,96.7552348518985,72.2,201.107510584868,0.1462964090994,29.4213066414858,0.774766636515179,77.414461656346,0,6,73.2,79.2,2508,1155.37859992231,0.7012,-0.00366957566490467,V_cell,0.7,-0.00246957566490458,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.35,0.695508619341521,2960.08468391751,6.78856179099071,181.978474007396,74.4214335291262,514.661654819622,2376.93931608249,1411.22451965374,444.78260852904,6.27053308008411,1.30299753499774,0.002868305,0.000921541843011896,0.00171143485130781,0.000921541843011896,0.35,3000,104.684994220142,26.5315005779858,1.15201561550135,66.5734730718114,0,174.531415673878,73.8771952109937,201.062916251864,96.9717621287365,72.2,201.062916251864,0.136149116282781,27.37453836493,0.80810868525455,77.4214335291262,0,6,73.2,79.2,2508,1155.3838059966,0.7012,-0.00569138065847929,V_cell,0.7,-0.0044913806584792,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.4,0.692220542977173,2946.09063091085,4.39938456865515,181.31537122638,74.4327339564267,515.473111334728,2390.93336908915,1424.29100176269,444.884296145614,6.28495984611961,1.19641323206548,0.002868305,0.00105019465121009,0.00157529197681514,0.00105019465121009,0.4,3000,105.166751681862,26.4833248318138,1.15173958642093,66.5040822950948,0,174.531415673878,74.1154788034006,201.014740505692,97.1859738218958,72.2,201.014740505692,0.124524990243962,25.0313586003638,0.842862073687593,77.4327339564267,0,6,73.2,79.2,2508,1155.39204086762,0.7012,-0.00897945702282676,V_cell,0.7,-0.00777945702282667,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.45,0.704767555877344,2570.99204384055,3.70394126223853,173.875092895954,71.3659730990708,347.334104990388,2003.59995615945,1231.86973371739,417.286811209538,7.10930624213085,1.18346727244913,0.00259462,0.00107097136111747,0.00130896499692135,0.00107097136111747,0.45,3000,100.194622265298,26.9805377734702,1.16450627512203,64.3690691091357,0,164.009170795802,70.9796776980165,190.989708569272,95.664920617679,68.6,190.989708569272,0.116865093980941,22.3200302413405,0.893236912488841,74.3659730990708,0,6,70.3,75.5,2173.6,1155.62928819797,0.7102,-0.0054324441226562,V_cell,0.7,0.0047675558773439,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.5,0.692376615515365,2525.78989340005,0.704580183453976,173.257330529538,71.4020590414972,350.414952330494,2048.80210659995,1273.59400571925,417.611523074428,7.18162547577326,1.03492433455986,0.00259462,0.00118645890526139,0.00118645890526139,0.00118645890526139,0.5,3000,100.72571509363,26.927428490637,1.16418245613937,64.2999418521661,0,164.009170795802,71.2527870523939,190.936599286439,95.9115199859049,68.6,190.936599286439,0.101738596352069,19.4256216036399,0.932829471389228,74.4020590414972,0,6,70.3,75.5,2173.6,1155.64952308641,0.7102,-0.0178233844846348,V_cell,0.7,-0.00762338448463473,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0,0.646347804675434,5108.73304815463,16.7852256819228,224.733377433831,78.7899127985255,586.597985728614,4802.88295184537,3712.05805926878,484.097483227015,20.129423620957,1.51113184773327,0.005066405,0,0.00419190807003271,0,0,3000,137.574560062778,23.6819079952917,1.10403086597847,81.8365985446961,0,227.643092004949,74.3,251.325000000241,90.3724322844808,74.3,251.325000000241,0.193879316668559,48.7267192617724,0.500000000000479,81.7899127985255,0,7.5,75.9,85,4754.75,1284.4879129788,0.6469,-0.000552195324565852,V_cell,0.65,-0.00365219532456584,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.05,0.64585949379924,5104.87343898919,15.7957463972516,224.400235911716,78.7926606413577,586.695746838624,4806.74256101081,3715.58894379623,484.122211857283,20.3356585186687,1.48568566362188,0.005066405,0.000211649746380584,0.0040213451812311,0.000211649746380584,0.05,3000,138.10104965565,23.6424212758263,1.10385740708228,81.7784209093086,0,227.643092004949,74.6129544151988,251.285513280776,90.673960808063,74.3,251.285513280776,0.187983032496661,47.2374128090002,0.538981191651076,81.7926606413577,0,7.5,75.9,85,4754.75,1284.48836710146,0.6469,-0.00104050620076035,V_cell,0.65,-0.00414050620076034,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.1,0.64528170273705,5100.30657843365,14.6919471664124,224.044771637305,78.7959243073062,586.817380194478,4811.30942156635,3719.78262770892,484.151582418152,20.5578312448,1.456415854805,0.005066405,0.000427690702435957,0.00384921632192361,0.000427690702435957,0.1,3000,138.65663041147,23.6007527191398,1.1036743637212,81.7142846488832,0,227.643092004949,74.9326772261731,251.243844724089,90.9810874735352,74.3,251.243844724089,0.181590488353359,45.6234924592229,0.579761243313264,81.7959243073062,0,7.5,75.9,85,4754.75,1284.48889990813,0.6469,-0.0016182972629496,V_cell,0.65,-0.00471829726294959,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.15,0.644582329406299,5094.77873162739,13.4498706783531,223.663756011194,78.7998900643896,586.972727938594,4816.83726837261,3724.87844989025,484.187271124948,20.7988194188201,1.42243400688562,0.005066405,0.000648607422219439,0.00367544205924349,0.000648607422219439,0.15,3000,139.24583206432,23.556562595176,1.10348024351498,81.64321279854,0,227.643092004949,75.2599838839654,251.199654600125,91.2944358593284,74.3,251.199654600125,0.174606911313646,43.8611958127826,0.622572528905874,81.7998900643896,0,7.5,75.9,85,4754.75,1284.48953828679,0.6469,-0.00231767059370069,V_cell,0.65,-0.00541767059370069,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.2,0.643710314455236,5087.88632545419,12.0378917060354,223.253193318856,78.8048537598517,587.178670204999,4823.72967454581,3731.2565458333,484.231940265261,21.0625182422576,1.38255051068519,0.005066405,0.000874984415723718,0.00349993766289487,0.000874984415723718,0.2,3000,139.874409130781,23.5094193151914,1.10327315056273,81.5639609883835,0,227.643092004949,75.5958943940067,251.152511320141,91.6147815808176,74.3,251.152511320141,0.166908544845832,41.9195001988211,0.667699847818662,81.8048537598517,0,7.5,75.9,85,4754.75,1284.49032354174,0.6469,-0.00318968554476373,V_cell,0.65,-0.00628968554476372,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.25,0.642577993547793,5078.93646100175,10.4132481635754,222.808055357829,78.8113219266672,587.467121201843,4832.67953899825,3739.56775349847,484.290147997581,21.3545163003503,1.3351329989222,0.005066405,0.00110753779516969,0.00332261338550906,0.00110753779516969,0.25,3000,140.549844690434,23.4587616482175,1.10305061946579,81.4749106091108,0,227.643092004949,75.9417306918687,251.101853653167,91.9431286841601,74.3,251.101853653167,0.158329897186721,39.7569306723009,0.715498465027952,81.8113219266672,0,7.5,75.9,85,4754.75,1284.49132308064,0.6469,-0.00432200645220737,V_cell,0.65,-0.00742200645220736,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.3,0.641017309566998,5066.60081481756,8.51644049463266,222.321895190108,78.8202648457851,587.902173135759,4845.01518518245,3751.05876643593,484.370625568603,21.6836200421537,1.27787532087851,0.005066405,0.00134716065235725,0.00314337485550025,0.00134716065235725,0.3,3000,141.282158780482,23.4038380914639,1.1028093489916,81.37390526571,0,227.643092004949,76.2993067691342,251.046930096413,92.280867652222,74.3,251.046930096413,0.148643320333649,37.3164492491002,0.766421288897737,81.8202648457851,0,7.5,75.9,85,4754.75,1284.49266231791,0.6469,-0.00588269043300171,V_cell,0.65,-0.00898269043300171,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_418A,8,418,0.35,0.656788492441982,4392.60143745198,6.38152724778326,214.428534593143,77.6360912717537,691.723791734945,3994.15056254802,2815.48067383478,473.710986969948,13.2351100083451,1.22534520856345,0.00429707,0.00138415779485732,0.00257057876187789,0.00138415779485732,0.35,3000,127.260272366975,24.4554795724769,1.11290754911145,75.5827719301049,0,216.597382238258,76.4760385169578,241.052861810735,93.9779033315664,74.5,241.052861810735,0.134362039315382,32.3883540956993,0.866534454726996,80.6360912717537,0,6.5,75.2,83.8,3894.36666666666,1155.73694076248,0.666,-0.00921150755801792,V_cell,0.65,0.0067884924419821,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_418A,8,418,0.4,0.651807621747351,4359.28937424628,3.32721266846127,213.353349539574,77.6622969282388,694.430102236083,4027.46262575372,2845.77968702048,473.946783752105,13.3060527450501,1.11756863213811,0.00429707,0.00157708658862301,0.00236562988293452,0.00157708658862301,0.4,3000,127.934774239664,24.4048919320252,1.11267399300874,75.493706247503,0,216.597382238258,76.7610815348184,241.002274170283,94.2423223964188,74.5,241.002274170283,0.12199737945572,29.4016458916436,0.912295336500386,80.6622969282388,0,6.5,75.2,83.8,3894.36666666666,1155.74188246091,0.666,-0.0141923782526492,V_cell,0.65,0.00180762174735083,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.45,0.684585544133682,2913.59607583295,1.59961083709149,180.622123849274,74.4586970733029,517.659482615217,2423.42792416705,1454.31086218057,445.117920470074,6.33965890118299,1.07145212268066,0.002868305,0.00117795083966984,0.0014397176929298,0.00117795083966984,0.45,3000,105.693771226803,26.4306228773197,1.15143762385281,66.424720642829,0,174.531415673878,74.3591574808315,200.962038551198,97.4021216690367,72.2,200.962038551198,0.111040596186059,22.3149445714908,0.879191666737085,77.4586970733029,0,6,73.2,79.2,2508,1155.40974315951,0.7012,-0.0166144558663178,V_cell,0.65,0.0345855441336822,coarse_grid,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.5,0.624980755860502,2659.91809694229,4.5188808181714e-07,180.141095125713,74.6659805705644,529.179736744329,2677.10590305771,1693.99771111382,446.983241540345,6.94521365921053,0.956132351164638,0.002868305,0.00131321248745177,0.00131321248745177,0.00131321248745177,0.5,3000,106.259572790813,26.3740427209187,1.15111344063237,66.3547873721714,0,174.531415673878,74.7019786666959,200.905458394797,97.7206827626382,72.2,200.905458394797,0.0986589709835339,19.8211257902058,0.918642288381065,77.6659805705644,0,6,73.2,79.2,2508,1155.53899221297,0.7012,-0.0762192441394985,V_cell,0.65,-0.0250192441394985,coarse_grid,constant_voltage_lookup,0,1,1,1,1,0,oxygen_limit
bench_684A,12,684,0,0.602189381427804,6590.36059034588,13.9553557854298,210.20326787905,79.6033842082796,316.997922420086,7133.41540965412,6299.81356118821,491.424117916068,25.1798081297538,1.41825458093979,0.00702961,0,0.00546072220032185,0,0,3000,186.61085453811,18.8066974554268,1.08091745462349,89.2587644376664,0,232.418302613882,75.3,251.225000069309,87.9343696140686,75.3,251.225000069309,0.196463743238193,49.3566039086316,0.400000000110353,82.6033842082796,0,11.1,75.7,85,7191.69,1613.93632423511,0.5902,0.0119893814278038,V_cell,0.6,0.00218938142780378,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_684A,12,684,0.05,0.601602499787223,6583.93775767137,12.9696910921139,209.721371434414,79.6071515659957,317.082946961064,7139.83824232863,6305.89462915412,491.458022435022,25.4026437784215,1.39191052811679,0.00702961,0.000275254492598332,0.00522983535936831,0.000275254492598332,0.05,3000,187.375569966602,18.7149316040077,1.08052262405125,88.9079542109898,0,232.418302613882,75.5860951033783,251.13323421789,88.1708083492891,75.3,251.13323421789,0.19037467922862,47.8094089078766,0.443354595364702,82.6071515659957,0,11.1,75.7,85,7191.69,1613.9365270687,0.5902,0.011402499787223,V_cell,0.6,0.00160249978722293,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_684A,12,684,0.1,0.600905471072744,6576.30947542011,11.883157616598,209.208185120761,79.6116369413416,317.189781199879,7147.46652457989,6313.13466279064,491.498388676451,25.6436919129119,1.36221430154836,0.00702961,0.000555245674609164,0.00499721107148247,0.000555245674609164,0.1,3000,188.182280877263,18.6181262947285,1.08010611077243,88.5343577617475,0,232.418302613882,75.8774676812565,251.03642890861,88.4092992224297,75.3,251.03642890861,0.183821130530535,46.1458001663291,0.488739685286301,82.6116369413416,0,11.1,75.7,85,7191.69,1613.93676291066,0.5902,0.0107054710727444,V_cell,0.6,0.000905471072744413,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_684A,12,684,0.15,0.600057537220808,6567.02968734452,10.6768317858131,208.659391685212,79.6171070130783,317.328022272909,7156.74631265548,6321.96410789865,491.547616557259,25.9065659266652,1.32847401163123,0.00702961,0.000840484946072606,0.00476274802774477,0.000840484946072606,0.15,3000,189.037045974537,18.5155544830556,1.07966478661457,88.1346749459204,0,232.418302613882,76.1747767159492,250.933857096938,88.6500340881278,75.3,250.933857096938,0.176724275372868,44.3461040619751,0.536403748697554,82.6171070130783,0,11.1,75.7,85,7191.69,1613.93704251406,0.5902,0.00985753722080762,V_cell,0.6,5.75372208075908e-05,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_684A,12,684,0.2,0.598992480549439,6555.37370713306,9.32635675141134,208.069705056872,79.6239948817279,317.514277348451,7168.40229286694,6333.08202774009,491.609603650004,26.1963841284023,1.28978779595792,0.00702961,0.00113158374279314,0.00452633497117255,0.00113158374279314,0.2,3000,189.947423193645,18.4063092167626,1.07919474933668,87.7047934766343,0,232.418302613882,76.4788609692581,250.824611830645,88.8932696235834,75.3,250.824611830645,0.168983782314252,42.3852916046464,0.586648264188716,82.6239948817279,0,11.1,75.7,85,7191.69,1613.9373823422,0.5902,0.00879248054943871,V_cell,0.6,-0.00100751945056132,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_684A,12,684,0.25,0.597592784684571,6540.05543558794,7.79974006044252,207.432559985659,79.6330684001006,317.780508178095,7183.72056441206,6347.72779689412,491.691259990742,26.5209993491003,1.24495547546618,0.00702961,0.00142928298719113,0.00428784896157338,0.00142928298719113,0.25,3000,190.923038565118,18.2892353721859,1.07869102891854,87.2394895045232,0,232.418302613882,76.7908426426204,250.707537986068,89.139388606558,75.3,250.707537986068,0.160469379942666,40.2308831675768,0.639844937579491,82.6330684001006,0,11.1,75.7,85,7191.69,1613.93780914966,0.5902,0.00739278468457094,V_cell,0.6,-0.00240721531542909,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_684A,12,684,0.3,0.595620327386123,6518.46886291373,6.05393864015648,206.739681000819,79.6458800977847,318.199181255797,7205.30713708627,6368.40729158772,491.806556896437,26.894107346322,1.19234027560038,0.00702961,0.00173449367569166,0.00404715190994722,0.00173449367569166,0.3,3000,191.976491640414,18.1628210031503,1.07814712007997,86.731967664611,0,232.418302613882,77.1123596742988,250.581123617032,89.3890671072747,75.3,250.581123617032,0.151007935486256,37.8397381492343,0.696461321321148,82.6458800977847,0,11.1,75.7,85,7191.69,1613.93836958276,0.5902,0.00542032738612264,V_cell,0.6,-0.00437967261387739,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_646A,11,646,0.35,0.601861359781145,6220.83901469791,4.47481230299732,209.688441000666,79.5595515046962,316.630913990458,6740.50498530209,5906.21338749545,491.029630923986,26.6310528921899,1.14376121021577,0.00665464,0.00195362375820949,0.00362815840810333,0.00195362375820949,0.35,3000,183.348043833124,19.1982347400251,1.08293267613229,87.0375692905322,0,231.491803175409,77.2897221553444,250.690037915434,90.3038816827935,75.1,250.690037915434,0.140626748886271,35.2537250102236,0.752792705532051,82.5595515046962,0,10,75.9,85.4,6618.33333333333,1613.9172737195,0.6019,-3.86402188550239e-05,V_cell,0.6,0.00186135978114499,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_646A,11,646,0.4,0.595863542353726,6158.84557376811,2.05104227332676,208.894368589948,79.596236942515,318.498273463137,6802.49842623189,5965.42533675092,491.359762517166,27.2150535006642,1.06684266871487,0.00665464,0.00226357575460885,0.00339536363191328,0.00226357575460885,0.4,3000,184.540932854188,19.0550880574974,1.08231431003654,86.4952561219791,0,231.491803175409,77.6496092848453,250.546891232906,90.5826802645911,75.1,250.546891232906,0.12841679334545,32.1744283548012,0.817385456983518,82.596236942515,0,10,75.9,85.4,6618.33333333333,1613.91854189193,0.6019,-0.00603645764627392,V_cell,0.6,-0.00413645764627391,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_342A,7,342,0.45,0.604410910315303,3307.33650124534,4.54397010379214e-07,195.866209991305,76.5970902481867,658.465750669516,3554.55149875466,2423.52276081567,464.360642918667,8.20234435081282,0.991842926876088,0.003514805,0.0014422554406075,0.00176275664963139,0.0014422554406075,0.45,3000,116.50537114741,25.349462885259,1.1296330239233,70.5824704971947,0,195.547879067128,76.4140224499666,220.897341952387,96.3955901123423,74.2,220.897341952387,0.107641764392717,23.7777796374162,0.910759579879315,79.5970902481867,0,6,74.5,82.8,3469.4,1155.65973515505,0.6826,-0.078189089684697,V_cell,0.6,0.00441091031530305,good,constant_voltage_lookup,0,1,1,1,1,0,oxygen_limit
bench_342A,7,342,0.5,0.604338651105445,3306.94109884899,4.54421339398087e-07,195.41903264175,76.6158161714759,636.841735226047,3554.94690115101,2445.23423902007,464.529608708578,8.34131819631254,0.908115489898281,0.003514805,0.00161721212863627,0.00161721212863627,0.00161721212863627,0.5,3000,117.078680951984,25.2921319048016,1.1293398426281,70.4853915897588,0,195.547879067128,76.6912390204571,220.840010971929,96.6453240976548,74.2,220.840010971929,0.0981502458957158,21.6755013805074,0.953544774736971,79.6158161714759,0,6,74.5,82.8,3469.4,1155.69314195874,0.6826,-0.0782613488945554,V_cell,0.6,0.00433865110544462,good,constant_voltage_lookup,0,1,1,1,1,0,oxygen_limit
